title,workshop_id,packageId,collection_core,collection_content,collection_cosmetics,category,steam_url
[SYR] Processor Framework (Continued),3210544395,syrchalis.processor.framework,1,0,0,Frameworks & libraries,https://steamcommunity.com/sharedfiles/filedetails/?id=3210544395
[TW1.6]Neo-Retro Haus Furniture,3672585333,TW.NRH.Furniture,0,0,1,"Furniture, decor & props",https://steamcommunity.com/sharedfiles/filedetails/?id=3672585333
[TW1.6]幻彩林地 Rainbow forest,3532501549,tw.tangsbiome.rainbowforest,0,1,0,"World, biomes, factions & travel",https://steamcommunity.com/sharedfiles/filedetails/?id=3532501549
[TW1.6]雪人贴图重置 Retexture~Snow man,3482433222,tw.tangs.retexture.snowman,1,0,0,Textures & retextures,https://steamcommunity.com/sharedfiles/filedetails/?id=3482433222
[UI-Overhaul] PrettyUI,3661802609,guezzy.modernui,1,0,0,UI & information,https://steamcommunity.com/sharedfiles/filedetails/?id=3661802609
[XND] Memorable Auroras (Continued),2270039395,mlie.xndmemorableauroras,1,0,0,"World, biomes, factions & travel",https://steamcommunity.com/sharedfiles/filedetails/?id=2270039395
[XND] Profitable Weapons (Continued),2269697598,mlie.xndprofitableweapons,1,0,0,"Combat, weapons & raids",https://steamcommunity.com/sharedfiles/filedetails/?id=2269697598
[XND] Visible Pants,2264108215,xeonovadan.visiblepants,0,0,1,"Apparel, styles & cosmetics",https://steamcommunity.com/sharedfiles/filedetails/?id=2264108215
Absolute Legends: Hair,2195744587,absolute.legends.hair,0,0,1,"Hair, bodies & animations",https://steamcommunity.com/sharedfiles/filedetails/?id=2195744587
Achtung!,730936602,brrainz.achtung,1,0,0,Quality of life,https://steamcommunity.com/sharedfiles/filedetails/?id=730936602
Actually Vanilla Music Expansion,2958708020,billnotic.actuallyvanillamusicexpansion,1,0,0,Audio & music,https://steamcommunity.com/sharedfiles/filedetails/?id=2958708020
Adaptive Primitive Storage,3400037215,adaptive.primitivestorage,1,0,0,"Building, production & storage",https://steamcommunity.com/sharedfiles/filedetails/?id=3400037215
Adaptive Storage Framework,3033901359,adaptive.storage.framework,1,0,0,Frameworks & libraries,https://steamcommunity.com/sharedfiles/filedetails/?id=3033901359
Additional Hero Backgrounds,3692484664,ferny.additionalherobackgrounds,1,0,0,Gameplay tweaks,https://steamcommunity.com/sharedfiles/filedetails/?id=3692484664
Adjustments for Reel's Facial Animation Textures,3429452043,sd.fa.reelsadjustments,0,0,1,"Hair, bodies & animations",https://steamcommunity.com/sharedfiles/filedetails/?id=3429452043
Adjustments for Vanilla Textures Expanded - [NL] Facial Animation,3532050275,sd.fa.vteadjustments,0,0,1,"Hair, bodies & animations",https://steamcommunity.com/sharedfiles/filedetails/?id=3532050275
Adoptive Relationships,3364083523,lydocia.adoptiverelationships,1,0,0,Ideology & social,https://steamcommunity.com/sharedfiles/filedetails/?id=3364083523
Advanced Moisture Pump (Continued),2880970348,cixwow.advancedmoisturepump,0,1,0,"Building, production & storage",https://steamcommunity.com/sharedfiles/filedetails/?id=2880970348
AFU女士发型_Women's hairstyles,2020779666,jintuzilamian.hairstyle.afuwomenshairstyles,0,0,1,"Hair, bodies & animations",https://steamcommunity.com/sharedfiles/filedetails/?id=2020779666
AFU男士发型_Men's hairstyles,2072106893,jintuzilamian.hairstyle.afumenshairstyles,0,0,1,"Hair, bodies & animations",https://steamcommunity.com/sharedfiles/filedetails/?id=2072106893
Against All Odds [v2.0] [1.6],3552336221,literallyfree.colonistreturnbuff,1,0,0,Gameplay tweaks,https://steamcommunity.com/sharedfiles/filedetails/?id=3552336221
Akeron Extras - Facial Animations,2889716301,Newton.AKNExtras.FacialAnimations,0,0,1,"Hair, bodies & animations",https://steamcommunity.com/sharedfiles/filedetails/?id=2889716301
Alfred Ancient - Progression Storytellers,3579763743,ferny.alfredancient,0,1,0,"Research, storytellers & progression",https://steamcommunity.com/sharedfiles/filedetails/?id=3579763743
Aliaile Race Furniture,3706046839,Misstall.AR.IdeologyStyle,0,0,1,"Furniture, decor & props",https://steamcommunity.com/sharedfiles/filedetails/?id=3706046839
Alien Biome Remover,3628698653,ferny.alienbiomeremover,1,0,0,"World, biomes, factions & travel",https://steamcommunity.com/sharedfiles/filedetails/?id=3628698653
Alien Head Gene,3768829403,JQ.AlienXenoHead,0,0,1,"Genes, xenotypes & races",https://steamcommunity.com/sharedfiles/filedetails/?id=3768829403
Alien Head Gene FA Patch,3770971498,JQ.AlienXenoHeadFA,0,0,1,Patches & compatibility,https://steamcommunity.com/sharedfiles/filedetails/?id=3770971498
Alien Worlds - Arctic,3626213617,7f.alienworlds.arcticworld,0,1,0,"World, biomes, factions & travel",https://steamcommunity.com/sharedfiles/filedetails/?id=3626213617
Alien Worlds - Dreamworld,3627997934,7f.alienworlds.dreamworld,0,1,0,"World, biomes, factions & travel",https://steamcommunity.com/sharedfiles/filedetails/?id=3627997934
Alien Worlds - Gas Giant,3786620127,alt4s.gasgiant,0,1,0,"World, biomes, factions & travel",https://steamcommunity.com/sharedfiles/filedetails/?id=3786620127
Alien Worlds - Gloomworld,3704140230,feb.alienworlds.gloomworld,0,1,0,"World, biomes, factions & travel",https://steamcommunity.com/sharedfiles/filedetails/?id=3704140230
Alien Worlds - Hellworld,3623866960,7f.alienworlds.hellworld,0,1,0,"World, biomes, factions & travel",https://steamcommunity.com/sharedfiles/filedetails/?id=3623866960
Alien Worlds - Nightworld,3627921921,7f.alienworlds.nightworld,0,1,0,"World, biomes, factions & travel",https://steamcommunity.com/sharedfiles/filedetails/?id=3627921921
Alien Worlds - Tidally Locked,3631364335,7f.alienworlds.tidallylocked,0,1,0,"World, biomes, factions & travel",https://steamcommunity.com/sharedfiles/filedetails/?id=3631364335
Alien Worlds - Toxic,3627135618,7f.alienworlds.toxicworld,0,1,0,"World, biomes, factions & travel",https://steamcommunity.com/sharedfiles/filedetails/?id=3627135618
Alien Worlds Framework,3626210061,7f.alienworlds,1,0,0,Frameworks & libraries,https://steamcommunity.com/sharedfiles/filedetails/?id=3626210061
Alien Worlds Sea Caravan Fix,3631844098,alyssapaws.awseacaravanfix,1,0,0,"World, biomes, factions & travel",https://steamcommunity.com/sharedfiles/filedetails/?id=3631844098
All Ideoligions Are Fluid,2872901762,superniquito.allideoligionsarefluid,1,0,0,Gameplay tweaks,https://steamcommunity.com/sharedfiles/filedetails/?id=2872901762
Allies are Helpful,3534920369,ninagoblin.alliesarehelpful,1,0,0,Gameplay tweaks,https://steamcommunity.com/sharedfiles/filedetails/?id=3534920369
Allow Altars in Throneroom,2554407161,z4k97b.altarsinthroneroom,1,0,0,Quality of life,https://steamcommunity.com/sharedfiles/filedetails/?id=2554407161
Allow Dead Animals,2403873031,andrewraphaellukasik.allowdeadanimals,1,0,0,Animals,https://steamcommunity.com/sharedfiles/filedetails/?id=2403873031
Almost There! Fork,3515165298,duz.almosttherefork,1,0,0,Quality of life,https://steamcommunity.com/sharedfiles/filedetails/?id=3515165298
Alpha Animals,1541721856,sarg.alphaanimals,0,1,0,Alpha series,https://steamcommunity.com/sharedfiles/filedetails/?id=1541721856
Alpha Animals Patch for Outposts Mines,2704392053,daria40k.alphaanimalspatchoutposts,0,1,0,Alpha series,https://steamcommunity.com/sharedfiles/filedetails/?id=2704392053
Alpha Armoury,3622294464,sarg.alphaarmoury,0,1,0,Alpha series,https://steamcommunity.com/sharedfiles/filedetails/?id=3622294464
Alpha Biomes,1841354677,sarg.alphabiomes,0,1,0,Alpha series,https://steamcommunity.com/sharedfiles/filedetails/?id=1841354677
Alpha Books,3403180654,sarg.alphabooks,0,1,0,Alpha series,https://steamcommunity.com/sharedfiles/filedetails/?id=3403180654
Alpha Crafts,3382446150,sarg.alphacrafts,0,1,0,Alpha series,https://steamcommunity.com/sharedfiles/filedetails/?id=3382446150
Alpha Genes,2891845502,sarg.alphagenes,0,1,0,Alpha series,https://steamcommunity.com/sharedfiles/filedetails/?id=2891845502
Alpha Genes - Forsaken Gear Retexture,3705620674,ISH.forsakenretex,0,1,0,Textures & retextures,https://steamcommunity.com/sharedfiles/filedetails/?id=3705620674
Alpha Genes Facial Animation,3751293981,lucius.alphagenesfa,0,0,1,"Hair, bodies & animations",https://steamcommunity.com/sharedfiles/filedetails/?id=3751293981
Alpha Genes Integrated,3538704272,kupa.alphagenesintegrated,0,1,0,Alpha series,https://steamcommunity.com/sharedfiles/filedetails/?id=3538704272
Alpha Implants,3275091331,sarg.alphaimplants,1,0,0,Alpha series,https://steamcommunity.com/sharedfiles/filedetails/?id=3275091331
Alpha Mechs,2973169158,sarg.alphamechs,0,1,0,Alpha series,https://steamcommunity.com/sharedfiles/filedetails/?id=2973169158
Alpha Memes,2661356814,sarg.alphamemes,0,1,0,Alpha series,https://steamcommunity.com/sharedfiles/filedetails/?id=2661356814
Alpha Prefabs,3070780021,sarg.alphaprefabs,0,1,0,Alpha series,https://steamcommunity.com/sharedfiles/filedetails/?id=3070780021
Alpha Props - Parks and Gardens,3146268928,sarg.alphapropsparks,0,0,1,"Furniture, decor & props",https://steamcommunity.com/sharedfiles/filedetails/?id=3146268928
Alpha Props - Ship Parts,3221222211,sarg.alphapropsships,0,0,1,"Furniture, decor & props",https://steamcommunity.com/sharedfiles/filedetails/?id=3221222211
Alpha Random,3642631969,sarg.alpharandom,0,1,0,Alpha series,https://steamcommunity.com/sharedfiles/filedetails/?id=3642631969
Alpha Skills,3448953006,sarg.alphaskills,0,1,0,Alpha series,https://steamcommunity.com/sharedfiles/filedetails/?id=3448953006
Altered Carbon 2: ReSleeved,2196278117,hlx.ultratechalteredcarbon,0,1,0,Content & overhauls,https://steamcommunity.com/sharedfiles/filedetails/?id=2196278117
Alternate Research Projects,3332424173,mlie.alternateresearchprojects,1,0,0,UI & information,https://steamcommunity.com/sharedfiles/filedetails/?id=3332424173
Always Position Gravship on Landing,3738322550,ferny.AlwaysPositionGravshiponLanding,1,0,0,"Vehicles, gravships & mechs",https://steamcommunity.com/sharedfiles/filedetails/?id=3738322550
Always Start in Daytime,3323971974,ferny.alwaysstartindaytime,1,0,0,Quality of life,https://steamcommunity.com/sharedfiles/filedetails/?id=3323971974
Ambiguous Anomaly,3266425876,ferny.ambiguousanomaly,1,0,0,Gameplay tweaks,https://steamcommunity.com/sharedfiles/filedetails/?id=3266425876
Amnabi's Flags (Continued),2592638428,mlie.amnabisflags,0,0,1,"Apparel, styles & cosmetics",https://steamcommunity.com/sharedfiles/filedetails/?id=2592638428
Amorphous style pack,3382499324,xmb.amorphousstylepack.mo,0,0,1,"Apparel, styles & cosmetics",https://steamcommunity.com/sharedfiles/filedetails/?id=3382499324
Ancient urban ruins,3316062206,xmb.ancienturbanruins.mo,0,1,0,"World, biomes, factions & travel",https://steamcommunity.com/sharedfiles/filedetails/?id=3316062206
ANDH - Animals Nuzzling Detects Horrors,3230195082,latta.petknowstrueyou,1,0,0,Animals,https://steamcommunity.com/sharedfiles/filedetails/?id=3230195082
Animal Biosculpter,2883571601,bodilpwnz.animalbiosculpter,1,0,0,Animals,https://steamcommunity.com/sharedfiles/filedetails/?id=2883571601
Animal Cages (Continued),3416360282,zal.animalcages,0,1,0,Animals,https://steamcommunity.com/sharedfiles/filedetails/?id=3416360282
Animal Sarcophagus,2876565401,overpl.animalsarcophagus,1,0,0,"Furniture, decor & props",https://steamcommunity.com/sharedfiles/filedetails/?id=2876565401
Animal Tab,712141500,Fluffy.AnimalTab,1,0,0,UI & information,https://steamcommunity.com/sharedfiles/filedetails/?id=712141500
Animal Traits System,3652630316,luved.animaltraits,1,0,0,Animals,https://steamcommunity.com/sharedfiles/filedetails/?id=3652630316
AnimalHarvestingSpot (Continued),1542765654,mlie.animalharvestingspot,1,0,0,Animals,https://steamcommunity.com/sharedfiles/filedetails/?id=1542765654
Animals are fun! (Continued),3245454244,colossalfossil.animalsarefuncontinued,1,0,0,Animals,https://steamcommunity.com/sharedfiles/filedetails/?id=3245454244
Anomaly Fleshbeasts or Sarg Fleshbeasts?,3234422589,ferny.fleshbeasts,0,1,0,Animals,https://steamcommunity.com/sharedfiles/filedetails/?id=3234422589
Anomaly Research Asteroid,3527726648,zoarak.anomalyplat,0,1,0,UI & information,https://steamcommunity.com/sharedfiles/filedetails/?id=3527726648
Any Pawn Can Repair Mechs,3673815123,Leo.AnyPawnCanRepairMechs,1,0,0,"Vehicles, gravships & mechs",https://steamcommunity.com/sharedfiles/filedetails/?id=3673815123
Aonyx Cinerea 亚洲小爪水獭,3539632325,lingluo.elun982697019.aonyxcinerea,0,1,0,Gameplay tweaks,https://steamcommunity.com/sharedfiles/filedetails/?id=3539632325
Apex Mechanoids,3792325789,Mortis.ApexMechanoids,0,1,0,"Vehicles, gravships & mechs",https://steamcommunity.com/sharedfiles/filedetails/?id=3792325789
Apparel Painter,3792795811,MrBeverage.ApparelPainter,1,0,0,"Apparel, styles & cosmetics",https://steamcommunity.com/sharedfiles/filedetails/?id=3792795811
Apparel Policy Builder,3761873351,Skyl3lazer.ApparelPolicyBuilder,1,0,0,"Apparel, styles & cosmetics",https://steamcommunity.com/sharedfiles/filedetails/?id=3761873351
Appliances Expanded,2869098359,scpchemfuel.appliances,1,0,0,"Building, production & storage",https://steamcommunity.com/sharedfiles/filedetails/?id=2869098359
Aquariums!,3478462020,Nightmare.Aquariums,0,1,0,"Furniture, decor & props",https://steamcommunity.com/sharedfiles/filedetails/?id=3478462020
Archeankin (Retexture),3786535436,morton.RetextureArcheankin,0,1,0,Textures & retextures,https://steamcommunity.com/sharedfiles/filedetails/?id=3786535436
Archeankin - Phytokin,3703107323,dustydinoface.Archeankin,0,1,0,"Genes, xenotypes & races",https://steamcommunity.com/sharedfiles/filedetails/?id=3703107323
Architect Icons,1195427067,com.bymarcin.architecticons,1,0,0,UI & information,https://steamcommunity.com/sharedfiles/filedetails/?id=1195427067
Architect Menu Optimizer,3697920753,MRK.architectmenuoptimizer,1,0,0,Performance & tools,https://steamcommunity.com/sharedfiles/filedetails/?id=3697920753
Architecture of the Rim (incl. corners),3330807313,eeg.architecture,0,0,1,"Furniture, decor & props",https://steamcommunity.com/sharedfiles/filedetails/?id=3330807313
Arsenal - Orbital Security,3688808936,ICC.AOV.OSEC,0,1,0,"Combat, weapons & raids",https://steamcommunity.com/sharedfiles/filedetails/?id=3688808936
Art on Neolithic Weapons,2556397158,dizzy.neolithicweaponart,1,0,0,"Combat, weapons & raids",https://steamcommunity.com/sharedfiles/filedetails/?id=2556397158
Art-Accurate/Doubled Gene Bank,3133680465,ferny.artaccurategenebank,1,0,0,"Genes, xenotypes & races",https://steamcommunity.com/sharedfiles/filedetails/?id=3133680465
Artisan Experience,3794903743,sk.artisanexp,1,0,0,Gameplay tweaks,https://steamcommunity.com/sharedfiles/filedetails/?id=3794903743
"As above, So below 2",3776015553,astryl.AsAboveSoBelow2,1,0,0,Gameplay tweaks,https://steamcommunity.com/sharedfiles/filedetails/?id=3776015553
Asimov,3096481956,neronix17.asimov,1,0,0,Gameplay tweaks,https://steamcommunity.com/sharedfiles/filedetails/?id=3096481956
Astrofuel gear,3703688092,lts.AG,0,1,0,Gameplay tweaks,https://steamcommunity.com/sharedfiles/filedetails/?id=3703688092
Astronomy Style Pack,3522312454,asp.halituisamaricanous,0,0,1,"Apparel, styles & cosmetics",https://steamcommunity.com/sharedfiles/filedetails/?id=3522312454
Atelier (Continued),3554040577,zal.atelier,1,0,0,Content & overhauls,https://steamcommunity.com/sharedfiles/filedetails/?id=3554040577
ATH's Ideo Colors Pallette,3069754400,anthitei.athsideocolorpalette.colors,1,0,0,Gameplay tweaks,https://steamcommunity.com/sharedfiles/filedetails/?id=3069754400
ATH's Retexture Female Apparel,3145326932,anthitei.athsretexturefemalapparel.retexture,1,0,0,"Apparel, styles & cosmetics",https://steamcommunity.com/sharedfiles/filedetails/?id=3145326932
ATH's style Gothic and Bloody Gothic,3136210612,anthitei.athsstylegothic.style,0,0,1,"Apparel, styles & cosmetics",https://steamcommunity.com/sharedfiles/filedetails/?id=3136210612
ATH's Styleable Framework,3016405872,anthitei.athsstyleableframework.style,1,0,0,Frameworks & libraries,https://steamcommunity.com/sharedfiles/filedetails/?id=3016405872
ATH's styles Norse 1.6 + Parka Fix (forked),3535035343,anthitei.athsstylenorse.style,0,0,1,"Apparel, styles & cosmetics",https://steamcommunity.com/sharedfiles/filedetails/?id=3535035343
